,end_time,altitude_loss,max_altitude,start_time,count,altitude_gain,exercise_custom_type,duration,deviceuuid,max_heart_rate,max_rpm,mean_heart_rate,pkg_name,max_cadence,time_offset,mean_caloricburn_rate,incline_distance,exercise_type,decline_distance,max_speed,mean_power,max_power,mean_rpm,calorie,mean_cadence,mean_speed,update_time,min_altitude,min_heart_rate,count_type,live_data,max_caloricburn_rate,custom,comment,additional,distance,datauuid,create_time
13,2018-01-06 16:30:00.000,,,2018-01-06 16:10:00.000,0.0,,,1200000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,14001,,,,,,168.0,,0.0,2018-01-06 16:30:20.880,,,30004.0,,,,,,0.0,0a60fd51-1120-4f95-9184-8a9d75ed70d4,2018-01-06 16:30:15.204
14,2018-04-24 08:26:00.000,,,2018-04-24 07:56:00.000,0.0,,,1800000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,14001,,,,,,252.0,,0.0,2018-04-25 08:26:52.757,,,30004.0,,,,,,0.0,0a6ee096-b530-4188-8e67-526ad8bf05be,2018-04-25 08:26:50.211
15,2018-01-06 17:01:55.685,,,2018-01-06 16:39:51.135,,,,1324550,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,2.0833333,,,,115.07,0.0,1.5916223999999999,2018-01-06 17:02:57.506,,0.0,,0ac0bd1a-30c1-b429-ee0c-00722f1cbcde.live_data.json,,,,,2020.45,0ac0bd1a-30c1-b429-ee0c-00722f1cbcde,2018-01-06 17:02:57.506
16,2018-04-20 07:47:52.722,,,2018-04-20 07:37:00.786,,,,651936,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.3611111999999999,,,,39.73,0.0,1.095475,2018-04-20 07:48:54.355,,0.0,,0bad69f6-4fab-282f-eabd-2ee55f60c981.live_data.json,,,,,643.24,0bad69f6-4fab-282f-eabd-2ee55f60c981,2018-04-20 07:48:54.355
17,2018-04-05 20:39:37.000,,,2018-04-05 20:13:00.000,,,,1597587,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,2.5,,,,107.61,,1.2547233999999998,2018-04-05 20:40:55.746,,,,0baf6986-2a13-4e6b-9ca5-3ab70af1e9d7.live_data.json,,,,,2004.53,0baf6986-2a13-4e6b-9ca5-3ab70af1e9d7,2018-04-05 20:40:55.746
18,2018-04-10 08:06:12.000,,,2018-04-10 07:55:00.000,,,,672175,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,2.3888887999999997,,,,50.190002,,1.2742366000000003,2018-04-10 08:08:07.195,,,,0c346472-d47e-4d20-8707-cce4bc439cd6.live_data.json,,,,,856.51,0c346472-d47e-4d20-8707-cce4bc439cd6,2018-04-10 08:08:07.195
19,2018-01-29 08:10:06.243,,,2018-01-29 07:59:18.347,,,,647896,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.75,,,,51.54,0.0,1.525332,2018-01-29 08:11:06.391,,0.0,,0c416ff0-770c-0541-3e1c-3b365f7e4fb0.live_data.json,,,,,818.55,0c416ff0-770c-0541-3e1c-3b365f7e4fb0,2018-01-29 08:11:06.391
20,2018-01-14 07:55:00.000,,,2018-01-14 07:50:00.000,0.0,,,300000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,1001,,,,,,24.0,,0.0,2018-01-14 08:38:59.453,,,30004.0,,,,,,0.0,0c7b2c9b-4000-4d2a-a12c-bc31a4edfec0,2018-01-14 08:38:56.490
21,2018-01-19 08:11:46.845,,,2018-01-19 08:00:47.384,,,,659461,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.7222221999999998,,,,56.46,0.0,1.4298093,2018-01-19 08:12:47.380,,0.0,,0d8b1f67-35f7-6748-710f-16ed4f3f321c.live_data.json,,,,,819.5,0d8b1f67-35f7-6748-710f-16ed4f3f321c,2018-01-19 08:12:47.380
22,2018-02-16 21:09:43.366,,,2018-02-16 20:52:56.480,,,,1006886,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.75,,,,77.51,0.0,1.3250203999999999,2018-02-16 21:10:43.442,,0.0,,0db5ea1e-a0e8-a2f5-c686-1f4387648672.live_data.json,,,,,945.985,0db5ea1e-a0e8-a2f5-c686-1f4387648672,2018-02-16 21:10:43.442
23,2018-03-12 07:50:00.000,,,2018-03-12 07:39:00.000,,,,660526,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,2.4444444,,,,51.79,,1.2751958,2018-03-12 08:31:17.302,,,,1041936f-d87c-41f6-8cc5-55d529f2347e.live_data.json,,,,,842.3,1041936f-d87c-41f6-8cc5-55d529f2347e,2018-03-12 08:31:17.302
24,2018-05-02 07:54:14.616,,,2018-05-02 07:40:23.406,,,,831210,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.75,,,,54.34,0.0,1.3760992,2018-05-02 07:55:15.219,,0.0,,10e8432a-26d8-873c-bab9-cdb53a70f3ed.live_data.json,,,,,905.36,10e8432a-26d8-873c-bab9-cdb53a70f3ed,2018-05-02 07:55:15.219
25,2018-04-22 07:49:50.101,,,2018-04-22 07:27:09.924,,,,1360177,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.4444443999999999,,,,84.7,0.0,1.1409789,2018-04-22 07:50:51.618,,0.0,,12a9197a-a0c2-921f-0771-305a8860a7ea.live_data.json,,,,,1422.707,12a9197a-a0c2-921f-0771-305a8860a7ea,2018-04-22 07:50:51.618
26,2018-02-12 07:41:02.000,,,2018-02-12 07:29:04.000,,,,718958,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,1001,,2.5555556,,,,55.010002,,1.336295,2018-02-12 07:55:17.846,,,,14558c7a-9acf-4d1c-8810-4d1218b1ba09.live_data.json,,,,,960.74,14558c7a-9acf-4d1c-8810-4d1218b1ba09,2018-02-12 07:55:17.846
27,2018-03-28 21:08:02.000,,,2018-03-28 20:54:22.000,,,,820061,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,2.8333333,,,,77.58,,1.2147511,2018-03-28 21:09:28.591,,,,14899552-8285-4904-8dce-aa54b585e47b.live_data.json,,,,,996.17,14899552-8285-4904-8dce-aa54b585e47b,2018-03-28 21:09:28.591
28,2018-02-24 14:01:41.242,,,2018-02-24 13:51:41.242,,,,600000,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,11007,,,,,,112.0,0.0,,2018-02-24 15:18:08.299,,0.0,,14f650f1-167c-d997-7421-9034db628e8f.live_data.json,,,,,,14f650f1-167c-d997-7421-9034db628e8f,2018-02-24 14:03:09.239
29,2018-03-23 09:11:55.223,,,2018-03-23 08:57:19.315,,,,875908,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.5277778,,,,69.49,0.0,1.365114,2018-03-23 09:12:56.463,,0.0,,1531aaa6-3820-af04-0766-7da99f1dee79.live_data.json,,,,,1134.172,1531aaa6-3820-af04-0766-7da99f1dee79,2018-03-23 09:12:56.463
30,2018-04-21 07:46:00.000,,,2018-04-21 07:22:00.000,0.0,,,1440000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,14001,,,,,,201.0,,0.0,2018-04-21 07:46:44.857,,,30004.0,,,,,,0.0,153bc867-b958-4044-b07c-09e743fbbaf1,2018-04-21 07:46:41.892
31,2018-03-01 17:55:00.000,,,2018-03-01 17:25:00.000,0.0,,,1800000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,14001,,,,,,252.0,,0.0,2018-03-01 17:56:06.598,,,30004.0,,,,,,0.0,18d7c088-b592-4aef-bb19-d83e9236cf75,2018-03-01 17:55:54.387
32,2018-01-31 17:33:29.598,,,2018-01-31 17:19:47.588,,,,822010,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.7222221999999998,,,,49.06,0.0,1.3918427,2018-01-31 17:34:30.322,,0.0,,1a1976c2-d587-92f5-9a19-c9b187bfec27.live_data.json,,,,,852.99,1a1976c2-d587-92f5-9a19-c9b187bfec27,2018-01-31 17:34:30.322
33,2018-04-02 07:41:18.000,,,2018-04-02 07:28:26.000,,,,772761,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,1.6388888,,,,53.109997,,1.1966702,2018-04-02 07:42:20.060,,,,1c69dd80-0570-4804-8e47-de5f976259c1.live_data.json,,,,,924.74,1c69dd80-0570-4804-8e47-de5f976259c1,2018-04-02 07:42:20.060
34,2018-02-14 21:08:16.295,,,2018-02-14 20:51:51.478,,,,984817,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.6666666,,,,75.46,0.0,1.25406,2018-02-14 21:09:17.341,,0.0,,1c7d34a1-8d6d-5b26-b1a8-5e1421f70148.live_data.json,,,,,934.951,1c7d34a1-8d6d-5b26-b1a8-5e1421f70148,2018-02-14 21:09:17.341
35,2017-12-29 15:15:34.817,,,2017-12-29 15:15:21.996,,,,8295,F/D7+hL5E5,70.0,,70.0,com.sec.android.app.shealth,0.0,UTC-0700,,0.0,0,0.0,,,,,0.715,0.0,0.0,2017-12-29 15:15:35.013,,69.0,,1f1edc09-db14-2dc2-96cb-d583f2d8ef47.live_data.json,,,,,0.0,1f1edc09-db14-2dc2-96cb-d583f2d8ef47,2017-12-29 15:15:35.013
36,2018-01-14 13:05:45.733,,,2018-01-14 12:26:14.328,,,,2371405,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.6724941999999998,,,,149.19,0.0,1.2449791000000001,2018-01-14 13:06:46.520,,0.0,,1f3c9527-f0c3-51c4-bbf3-d585f297980d.live_data.json,,,,,2542.589,1f3c9527-f0c3-51c4-bbf3-d585f297980d,2018-01-14 13:06:46.520
37,2018-03-16 08:01:32.066,,,2018-03-16 07:49:22.381,,,,729685,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.7777778000000002,,,,54.42,0.0,1.6097523,2018-03-16 08:02:32.380,,0.0,,1f85a65e-17c2-9943-ba2b-2ff939e67374.live_data.json,,,,,875.4,1f85a65e-17c2-9943-ba2b-2ff939e67374,2018-03-16 08:02:32.380
38,2018-03-30 19:41:24.148,,,2018-03-30 19:06:22.528,,,,2101620,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.4444443999999999,,,,129.98,0.0,1.0629008,2018-03-30 19:42:25.443,,0.0,,1fd42578-0d3b-e2bc-7188-3607f30d295e.live_data.json,,,,,2125.552,1fd42578-0d3b-e2bc-7188-3607f30d295e,2018-03-30 19:42:25.443
39,2018-04-13 09:02:15.000,,,2018-04-13 08:35:00.000,,,,1635529,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,2.0277776999999997,,,,106.13,,1.2466303,2018-04-13 10:24:49.087,,,,1fd4e7fb-5314-4d37-ad29-e03301206e1c.live_data.json,,,,,2038.9,1fd4e7fb-5314-4d37-ad29-e03301206e1c,2018-04-13 10:24:49.087
40,2018-05-02 19:35:41.583,,,2018-05-02 19:23:59.597,,,,701986,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.3611111999999999,,,,45.9,0.0,1.2264621,2018-05-02 19:36:43.378,,0.0,,201707c3-4352-6b37-b16e-22192e0cdf7f.live_data.json,,,,,774.248,201707c3-4352-6b37-b16e-22192e0cdf7f,2018-05-02 19:36:43.378
41,2018-03-04 15:31:27.947,,,2018-03-04 14:59:33.124,,,,1914823,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,2.0123238999999997,,,,120.17,0.0,1.1420529,2018-03-04 15:32:29.235,,0.0,,20910a9f-b1e9-8acd-8f36-0ad8fd5c0889.live_data.json,,,,,1936.7720000000002,20910a9f-b1e9-8acd-8f36-0ad8fd5c0889,2018-03-04 15:32:29.235
42,2018-02-24 13:28:58.514,,,2018-02-24 12:47:46.997,,,,2471517,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,11007,,,,,,461.349,0.0,,2018-02-24 13:31:04.288,,0.0,,20af741f-ac7c-6ad9-580c-c979c3135563.live_data.json,,,,,,20af741f-ac7c-6ad9-580c-c979c3135563,2018-02-24 13:31:04.288
43,2018-03-02 17:45:21.298,,,2018-03-02 17:31:19.385,,,,841913,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.5878323,,,,55.44,0.0,1.2860826,2018-03-02 17:46:20.982,,0.0,,20d720d7-87a3-fb3e-9c1b-4c19a41b7d57.live_data.json,,,,,973.3939999999999,20d720d7-87a3-fb3e-9c1b-4c19a41b7d57,2018-03-02 17:46:20.982
44,2018-02-03 11:03:21.739,,,2018-02-03 10:30:52.690,,,,1946644,F/D7+hL5E5,170.0,,115.0,com.sec.android.app.shealth,0.0,UTC-0400,,0.0,0,0.0,,,,,172.585,0.0,0.0,2018-02-03 11:03:22.009,,72.0,,21a81d5d-a33d-d836-b53d-b528c197f0de.live_data.json,,,,,0.0,21a81d5d-a33d-d836-b53d-b528c197f0de,2018-02-03 11:03:22.009
45,2018-03-21 21:06:04.000,,,2018-03-21 20:53:18.000,,,,766899,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,2.1388887999999997,,,,59.63,,1.1634518,2018-03-21 21:45:00.190,,,,21ea79f0-742f-45fc-87b4-352287fbcbd6.live_data.json,,,,,892.25,21ea79f0-742f-45fc-87b4-352287fbcbd6,2018-03-21 21:45:00.190
46,2018-02-21 21:05:43.465,,,2018-02-21 20:51:32.795,,,,850670,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.6944443999999999,,,,54.02,0.0,1.4836878,2018-02-21 21:06:44.475,,0.0,,230b6359-870e-d436-b9bd-77269b70fc5c.live_data.json,,,,,865.8639999999999,230b6359-870e-d436-b9bd-77269b70fc5c,2018-02-21 21:06:44.475
47,2018-01-22 08:08:29.804,,,2018-01-22 07:55:08.736,,,,801068,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,2.5277777,,,,68.02,0.0,1.5865733999999998,2018-01-22 08:09:31.345,,0.0,,2488aacb-b7d4-de1f-aaf7-0118e10080fb.live_data.json,,,,,1022.341,2488aacb-b7d4-de1f-aaf7-0118e10080fb,2018-01-22 08:09:31.345
48,2018-02-15 07:55:00.000,,,2018-02-15 07:25:00.000,0.0,,,1800000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,14001,,,,,,252.0,,0.0,2018-02-15 09:55:58.811,,,30004.0,,,,,,0.0,249f5046-745f-4088-9bb0-655f527f5fe3,2018-02-15 09:55:58.597
49,2018-04-10 16:46:35.082,,,2018-04-10 16:30:09.746,,,,985336,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.5833334,,,,77.04,0.0,1.4051973999999998,2018-04-10 16:47:36.366,,0.0,,24a14026-7964-37f5-c47e-3960260cb82e.live_data.json,,,,,1013.449,24a14026-7964-37f5-c47e-3960260cb82e,2018-04-10 16:47:36.366
50,2018-01-13 16:47:38.283,,,2018-01-13 16:36:48.014,,,,650269,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.6944443999999999,,,,41.45,0.0,1.1640495000000002,2018-01-13 16:48:39.403,,0.0,,2608413b-d2a1-4d01-1b05-5df796ed6c79.live_data.json,,,,,727.533,2608413b-d2a1-4d01-1b05-5df796ed6c79,2018-01-13 16:48:39.403
51,2018-03-03 19:03:33.213,,,2018-03-03 18:44:43.794,,,,1129419,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.3888888000000001,,,,76.0,0.0,1.2251438000000001,2018-03-03 19:04:34.441,,0.0,,264a5bfd-e157-d886-9704-47c71d494a63.live_data.json,,,,,1301.747,264a5bfd-e157-d886-9704-47c71d494a63,2018-03-03 19:04:34.441
52,2017-12-27 14:47:52.583,,,2017-12-27 14:36:53.864,,,,658719,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0700,,,1001,,1.3055556000000001,,,,39.61,0.0,1.1226851999999998,2017-12-27 14:48:52.385,,0.0,,272c977e-5639-bc50-388a-5c06f3f47507.live_data.json,,,,,687.66,272c977e-5639-bc50-388a-5c06f3f47507,2017-12-27 14:48:52.385
53,2018-03-19 07:48:17.912,,,2018-03-19 07:34:13.778,,,,844134,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,2.7222223,,,,78.03,0.0,1.7042558999999997,2018-03-19 07:49:19.410,,0.0,,2737f32e-40ab-1f07-f424-bc9bfc557377.live_data.json,,,,,1048.83,2737f32e-40ab-1f07-f424-bc9bfc557377,2018-03-19 07:49:19.410
54,2018-03-14 21:04:03.000,,,2018-03-14 20:53:07.000,,,,656457,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,1.6450316999999999,,,,54.62,,1.3455261,2018-03-14 21:06:08.998,,,,2b71b7af-d4a6-4082-a40a-818fa7415924.live_data.json,,,,,883.28,2b71b7af-d4a6-4082-a40a-818fa7415924,2018-03-14 21:06:08.998
55,2018-02-09 07:30:50.854,,,2018-02-09 06:26:59.810,,,,3827783,F/D7+hL5E5,167.0,,120.0,com.sec.android.app.shealth,0.0,UTC-0400,,0.0,0,0.0,,,,,339.358,0.0,0.0,2018-02-09 07:30:51.104,,71.0,,2c9ff076-ed29-4222-4ca1-22ef800ce017.live_data.json,,,,,0.0,2c9ff076-ed29-4222-4ca1-22ef800ce017,2018-02-09 07:30:51.104
56,2018-03-21 21:03:49.529,,,2018-03-21 20:52:46.333,,,,663196,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.5277778,,,,56.12,0.0,1.4212847,2018-03-21 21:04:50.388,,0.0,,2cfa5124-2903-cee6-02f8-4dbdce9bc6dd.live_data.json,,,,,839.069,2cfa5124-2903-cee6-02f8-4dbdce9bc6dd,2018-03-21 21:04:50.388
57,2018-03-30 08:45:23.588,,,2018-03-30 07:55:16.240,,,,3007348,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.5,,,,187.31,0.0,1.115458,2018-03-30 08:46:24.531,,0.0,,2db0268c-aa39-a819-1823-7a299642810e.live_data.json,,,,,3062.39,2db0268c-aa39-a819-1823-7a299642810e,2018-03-30 08:46:24.531
58,2018-02-28 19:11:04.000,,,2018-02-28 18:57:03.000,,,,841082,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,1001,,1.5832516,,,,74.43,,1.2461567,2018-02-28 19:42:17.287,,,,2ddf1f9b-dad4-4926-a6a4-cbf880405101.live_data.json,,,,,1048.12,2ddf1f9b-dad4-4926-a6a4-cbf880405101,2018-02-28 19:42:17.287
59,2018-04-10 16:46:03.000,,,2018-04-10 16:30:16.000,,,,947578,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0300,,,1001,,1.8055556000000001,,,,82.19,,1.1349566999999998,2018-04-10 19:57:16.811,,,,2e5cc00c-1c28-40ed-84e9-e63499c24380.live_data.json,,,,,1075.46,2e5cc00c-1c28-40ed-84e9-e63499c24380,2018-04-10 19:57:16.811
60,2018-02-19 15:46:38.965,,,2018-02-19 15:06:00.830,,,,2438135,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.6666666,,,,168.27,0.0,1.286526,2018-02-19 15:47:41.838,,0.0,,2f0b8547-ce7e-5c54-cff9-d0f73274e008.live_data.json,,,,,2910.113,2f0b8547-ce7e-5c54-cff9-d0f73274e008,2018-02-19 15:47:41.838
61,2018-04-01 13:57:31.398,,,2018-04-01 13:43:38.653,,,,832745,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0300,,,1001,,1.6944443999999999,,,,50.37,0.0,1.1855367,2018-04-01 13:58:32.396,,0.0,,3283a304-7c92-f803-49e1-375cff22695e.live_data.json,,,,,847.94,3283a304-7c92-f803-49e1-375cff22695e,2018-04-01 13:58:32.396
62,2018-01-17 14:01:00.000,,,2018-01-17 13:31:00.000,0.0,,,1800000,jQfnryI8/B,,,,com.sec.android.app.shealth,,UTC-0400,,,14001,,,,,,252.0,,0.0,2018-01-17 14:01:53.186,,,30004.0,,,,,,0.0,3358bfae-d980-4e21-a18d-05832205a20c,2018-01-17 14:01:50.580
63,2017-12-18 16:43:51.230,,,2017-12-18 16:28:56.911,,,,894319,F/D7+hL5E5,0.0,,0.0,com.sec.android.app.shealth,0.0,UTC-0400,,,1001,,1.5883928999999999,,,,58.15,0.0,1.3909141,2017-12-18 16:44:51.907,,0.0,,336d165d-0f14-606c-1bc2-6b40d1ba1531.live_data.json,,,,,901.92,336d165d-0f14-606c-1bc2-6b40d1ba1531,2017-12-18 16:44:51.907
